title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category,folder
Decision of the Standing Committee of the Zhejiang Provincial People's Congress on Strengthening Public Interest Litigation by the Procuratorial Organs,15.05.2020,provincial,Zhejiang Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],"['Information Collection', 'Information Processing']",Strengthens public interest litigation and data protection.,FALSE,3_local_regulations/浙江省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.1596492).txt,3_local_regulations,data protection
Jinan City Digital Economy Promotion Regulations,22.10.2024,city,Jinan,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations to promote digital economy and data protection.,FALSE,3_local_regulations/济南市数字经济促进条例(FBM-CLI.10.8034740).txt,3_local_regulations,data protection
Guizhou Province Urban Gas Management Regulations,27.09.2019,provincial,Guizhou Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],[],,FALSE,3_local_regulations/贵州省城镇燃气管理条例(FBM-CLI.10.1539752).txt,3_local_regulations,data protection
Chongqing Human Resources Market Regulations,30.07.2020,provincial,Chongqing,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates human resources market activities.,FALSE,3_local_regulations/重庆市人力资源市场条例(FBM-CLI.10.1616449).txt,3_local_regulations,data protection
Regulations on the Human Resources Market of Hebei Province,28.09.2022,provincial,Hebei Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulates human resources market activities.,FALSE,3_local_regulations/河北省人力资源市场条例(FBM-CLI.10.5572514).txt,3_local_regulations,data protection
Hunan Province Digital Economy Promotion Regulations,30.05.2024,provincial,Hunan Province,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations to promote digital economy and data protection.,FALSE,3_local_regulations/湖南省数字经济促进条例(FBM-CLI.10.7543034).txt,3_local_regulations,data protection
Regulations on Social Credit in Jilin Province,28.09.2021,provincial,Jilin Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information management.,FALSE,3_local_regulations/吉林省社会信用条例(FBM-CLI.10.4283879).txt,3_local_regulations,data protection
Regulations on Promoting the Development and Application of Big Data in Jilin Province,27.11.2020,provincial,Jilin Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates big data usage and privacy protection.,FALSE,3_local_regulations/吉林省促进大数据发展应用条例(FBM-CLI.10.1661557).txt,3_local_regulations,data protection
Inner Mongolia Autonomous Region Education Regulations,29.09.2021,provincial,Inner Mongolia Autonomous Region,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']",['Education'],[],"['Information Collection', 'Information Processing']",Regulations to protect student information.,FALSE,3_local_regulations/内蒙古自治区教育条例(FBM-CLI.10.4283894).txt,3_local_regulations,data protection
Ningbo Municipal Regulations on the Protection of Ancient Trees and Famous Trees,27.09.2024,city,Ningbo,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/宁波市古树名木保护规定(FBM-CLI.10.7835806).txt,3_local_regulations,data protection
Henan Province Road Transport Regulations (2025 Revision),02.04.2025,provincial,Henan Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing']",Regulates road transport safety and data protection.,FALSE,3_local_regulations/河南省道路运输条例(2025修订)(FBM-CLI.10.8690264).txt,3_local_regulations,data protection
Jiangxi Province Road Transport Regulations (2017 Revision),29.09.2017,provincial,Jiangxi Province,FALSE,general,[],[],"['Transportation, Storage & Postal Services']",[],[],,FALSE,3_local_regulations/江西省道路运输条例(2017修订)(FBM-CLI.10.1411781).txt,3_local_regulations,data protection
Chengdu Data Regulation,25.04.2024,city,Chengdu,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data protection and management in Chengdu.,TRUE,3_local_regulations/成都市数据条例(FBM-CLI.10.7550603).txt,3_local_regulations,data protection
Guangdong Province Lingnan Traditional Chinese Medicine Protection Regulations (2025 Revision),12.01.2025,provincial,Guangdong Province,FALSE,general,[],[],['Health & Social Work'],[],[],,FALSE,3_local_regulations/广东省岭南中药材保护条例(2025修正)(FBM-CLI.10.8454229).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Jiangsu Provincial People's Congress on Strengthening Public Interest Litigation by the Procuratorial Organs,27.11.2020,provincial,Jiangsu Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",['Personal Information Protection'],"['Information Collection', 'Information Processing']",Strengthens public interest litigation and data protection.,FALSE,3_local_regulations/江苏省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.8478827).txt,3_local_regulations,data protection
Decision of the Standing Committee of the Shenzhen Municipal People's Congress on Strengthening the Legal Supervision Work of the Procuratorial Organs in the New Era to Promote the Construction of a Rule of Law City,30.12.2020,city,Shenzhen,FALSE,general,[],[],[],[],[],,FALSE,3_local_regulations/深圳市人民代表大会常务委员会关于加强新时代...(FBM-CLI.10.1676538).txt,3_local_regulations,data protection
Decision on Amending the Regulations on Promoting the Construction of the Xiamen Area of the China (Fujian) Pilot Free Trade Zone,27.08.2024,city,Xiamen,FALSE,general,[],[],[],[],[],Amendments to promote data protection mechanisms.,FALSE,3_local_regulations/厦门市人民代表大会常务委员会关于修改《厦门...(FBM-CLI.10.7727855).txt,3_local_regulations,data protection
Regulations on Promoting Digital Economy in Hebei Province,27.05.2022,provincial,Hebei Province,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Protection Officer']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Promotes digital economy and data protection.,FALSE,3_local_regulations/河北省数字经济促进条例(FBM-CLI.10.5114570).txt,3_local_regulations,data protection
Decision on the Implementation of Real-Name Registration for Telephone and Internet Users in Tibet Autonomous Region,24.11.2011,provincial,Tibet Autonomous Region,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Real-name registration for users to enhance security.,FALSE,3_local_regulations/西藏自治区人民代表大会常务委员会关于实行电...(FBM-CLI.10.1418309).txt,3_local_regulations,data protection
Guangdong Province Lingnan Traditional Chinese Medicine Material Protection Regulations,01.12.2016,provincial,Guangdong Province,FALSE,general,[],[],['Health & Social Work'],[],[],,FALSE,3_local_regulations/广东省岭南中药材保护条例(FBM-CLI.10.1241102).txt,3_local_regulations,data protection
Regulations on the Resident Service Card for Social Security in Guangdong Province,26.09.2024,provincial,Guangdong Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social security card services and data protection.,TRUE,3_local_regulations/广东省社会保障卡居民服务一卡通条例(FBM-CLI.10.7827957).txt,3_local_regulations,data protection
Guizhou Province Big Data Security Guarantee Regulations,01.08.2019,provincial,Guizhou Province,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates data security and personal information protection.,FALSE,3_local_regulations/贵州省大数据安全保障条例(FBM-CLI.10.1532644).txt,3_local_regulations,data protection
Shiyan City Social Security Card Integrated Service Management Regulations,25.10.2022,city,Shiyan City,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Regulations for social security card management.,FALSE,3_local_regulations/十堰市社会保障卡一卡通服务管理条例(FBM-CLI.10.5680261).txt,3_local_regulations,data protection
Zhejiang Province E-commerce Regulations,29.09.2021,provincial,Zhejiang Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Wholesale & Retail Trade']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates e-commerce practices and data protection.,TRUE,3_local_regulations/浙江省电子商务条例(FBM-CLI.10.4283578).txt,3_local_regulations,data protection
Regulations on the Development of E-commerce Industry in Suqian City,29.08.2024,city,Suqian,FALSE,general,['Security & Management'],"['Security & Management', 'Compliance Audits']","['Information Transmission, Software & IT Services']",[],['Information Processing'],Regulates e-commerce industry development and data protection.,FALSE,3_local_regulations/宿迁市电子商务产业发展条例(FBM-CLI.10.7840159).txt,3_local_regulations,data protection
Regulations on Promoting the Development and Application of Big Data in Heilongjiang Province,13.05.2022,provincial,Heilongjiang Province,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates big data development and data security.,FALSE,3_local_regulations/黑龙江省促进大数据发展应用条例(FBM-CLI.10.5103881).txt,3_local_regulations,data protection
Sichuan Provincial Social Credit Regulations,25.07.2023,provincial,Sichuan Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit information management.,FALSE,3_local_regulations/四川省社会信用条例(FBM-CLI.10.7053558).txt,3_local_regulations,data protection
Shenzhen Special Economic Zone Social Credit Regulations,29.12.2022,city,Shenzhen,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulations for managing social credit and protecting rights.,FALSE,3_local_regulations/深圳经济特区社会信用条例(FBM-CLI.10.6336974).txt,3_local_regulations,data protection
Regulations on the Testing and Application of Intelligent Connected Vehicles in Hangzhou,29.12.2023,city,Hangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Data Protection Officer']","['Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates testing of intelligent connected vehicles.,FALSE,3_local_regulations/杭州市智能网联车辆测试与应用促进条例(FBM-CLI.10.7464874).txt,3_local_regulations,data protection
Regulations on the Development of Big Data in Guangxi Zhuang Autonomous Region,25.11.2022,provincial,Guangxi Zhuang Autonomous Region,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates big data development and data protection.,FALSE,3_local_regulations/广西壮族自治区大数据发展条例(FBM-CLI.10.5663790).txt,3_local_regulations,data protection
Chongqing Data Regulations,30.03.2022,provincial,Chongqing,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data processing and personal information protection.,FALSE,3_local_regulations/重庆市数据条例(FBM-CLI.10.5053110).txt,3_local_regulations,data protection
Decision on Amending the Regulations on Promoting Civilized Behavior in Yangzhou,26.04.2023,city,Yangzhou,FALSE,general,[],[],[],[],[],Promotes online civility and personal information protection.,FALSE,3_local_regulations/扬州市人民代表大会常务委员会关于修改《扬州...(FBM-CLI.10.6959413).txt,3_local_regulations,data protection
Shaanxi Province Social Credit Regulations,26.11.2021,provincial,Shaanxi Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit system and individual rights.,TRUE,3_local_regulations/陕西省社会信用条例(FBM-CLI.10.4779521).txt,3_local_regulations,data protection
Pingxiang Electric Bicycle Management Regulations,31.08.2022,city,Pingxiang,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Platform Compliance']","['Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",[],[],,FALSE,3_local_regulations/萍乡市电动车管理条例(FBM-CLI.10.5599349).txt,3_local_regulations,data protection
Guangzhou Housing Transaction Supervision Management Measures (2023 Revision),19.04.2023,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Protection Officer']",['Real Estate'],"['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates housing transactions and data protection.,TRUE,4_government_regulations/广州市房屋交易监督管理办法(2023修订)(FBM-CLI.11.6872375).txt,4_government_regulations,data protection
Wuhan Municipal Public Security Video Image Information System Management Measures (2024 Revision),01.07.2024,city,Wuhan,FALSE,sensitive,"['Erasure', 'Explanation']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public security video systems and personal data protection.,TRUE,4_government_regulations/武汉市公共安全视频图像信息系统管理办法(2024修...(FBM-CLI.11.8637681).txt,4_government_regulations,data protection
Hebei Province Map Management Measures,30.12.2017,provincial,Hebei Province,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing']",Regulates map management and data protection.,FALSE,4_government_regulations/河北省地图管理办法(FBM-CLI.11.1424824).txt,4_government_regulations,data protection
Interim Measures for the Management of Online Ride-Hailing Taxi Operations in Guangzhou (2019 Revision),14.11.2019,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Platform Compliance']","['Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates online ride-hailing services and user data protection.,FALSE,4_government_regulations/广州市网络预约出租汽车经营服务管理暂行办法...(FBM-CLI.11.1602296).txt,4_government_regulations,data protection
Jiangsu Province Map Management Measures,09.03.2020,provincial,Jiangsu Province,FALSE,general,"['Access & Copy', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Cross-Border Transfer', 'Automated Decision-Making Transparency']","['Information Collection', 'Information Processing']",Regulates map management and personal data use.,FALSE,4_government_regulations/江苏省地图管理办法(FBM-CLI.11.1579029).txt,4_government_regulations,data protection
Wuhan Municipal Public Security Video Image Information System Management Measures,31.12.2022,city,Wuhan,FALSE,sensitive,"['Know & Decide', 'Access & Copy', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public video systems for safety.,TRUE,4_government_regulations/武汉市公共安全视频图像信息系统管理办法(FBM-CLI.11.6389240).txt,4_government_regulations,data protection
Shanghai Intelligent Connected Vehicle Testing and Application Management Measures,20.12.2021,city,Shanghai,FALSE,general,"['Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data protection in smart vehicles.,FALSE,4_government_regulations/上海市智能网联汽车测试与应用管理办法(FBM-CLI.11.4855291).txt,4_government_regulations,data protection
Chengdu Express Delivery Safety Management Measures,17.03.2025,city,Chengdu,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'User Information Protection']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates express delivery safety and user information protection.,FALSE,4_government_regulations/成都市寄递安全管理办法(FBM-CLI.11.8628429).txt,4_government_regulations,data protection
Regulations on the Management of Electric Bicycles in the Central Urban Area of Quanzhou,19.11.2020,city,Quanzhou,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",[],[],Regulates electric bicycle management and safety.,FALSE,4_government_regulations/泉州市中心市区电动自行车管理办法(FBM-CLI.11.1688132).txt,4_government_regulations,data protection
"Regulations on the Protection of Historical and Cultural Cities, Towns, and Villages in Anhui Province",19.06.2017,provincial,Anhui Province,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/安徽省历史文化名城名镇名村保护办法(FBM-CLI.11.1286713).txt,4_government_regulations,data protection
Xiamen Municipal Regulations on Personal Information Protection in Software and Information Services Industry,19.11.2012,city,Xiamen,FALSE,general,"['Access & Copy', 'Rectification']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates personal information processing in software services.,FALSE,4_government_regulations/厦门市软件和信息服务业个人信息保护管理办法(FBM-CLI.11.689294).txt,4_government_regulations,data protection
Tibet Autonomous Region Telephone User Real Identity Information Registration Management Measures,05.12.2017,provincial,Tibet Autonomous Region,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates identity information registration for phone users.,FALSE,4_government_regulations/西藏自治区电话用户真实身份信息登记管理办法(FBM-CLI.11.6478273).txt,4_government_regulations,data protection
Regulations on Anti-Espionage Work in Jilin Province,04.11.2024,provincial,Jilin Province,FALSE,general,[],[],[],[],[],,FALSE,4_government_regulations/吉林省反间谍工作规定(FBM-CLI.11.7951239).txt,4_government_regulations,data protection
Interim Measures for the Open Data of Public Data in Shanghai,29.08.2019,city,Shanghai,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Processing', 'Information Dissemination']",Regulates public data openness and privacy protection.,FALSE,4_government_regulations/上海市公共数据开放暂行办法(FBM-CLI.11.1537582).txt,4_government_regulations,data protection
Tibet Autonomous Region Telephone User Real Identity Registration Management Measures,01.01.2012,provincial,Tibet Autonomous Region,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates telephone user identity registration.,FALSE,4_government_regulations/西藏自治区电话用户真实身份登记管理办法(FBM-CLI.11.594522).txt,4_government_regulations,data protection
Measures for the Implementation of the Regulations on the Prevention and Disposal of Illegal Fundraising in Shanghai,25.02.2024,city,Shanghai,FALSE,general,[],"['Security & Management', 'Incident Response & Notification', 'Compliance Audits', 'Protection Officer']","['Financial Intermediation', 'Public Administration, Social Security & Social Organizations']",[],[],Regulates illegal fundraising prevention and response.,FALSE,4_government_regulations/上海市实施《防范和处置非法集资条例》办法(FBM-CLI.11.7428302).txt,4_government_regulations,data protection
Wuhan Non-Motor Vehicle Management Measures (2021 Revision),23.03.2021,city,Wuhan,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",[],[],,FALSE,4_government_regulations/武汉市非机动车管理办法(2021修订)(FBM-CLI.11.1708644).txt,4_government_regulations,data protection
"Regulations on the Protection of Historical and Cultural Cities, Towns, and Villages in Hebei Province",16.07.2013,provincial,Hebei Province,TRUE,general,[],[],[],[],[],,FALSE,4_government_regulations/河北省历史文化名城名镇名村保护办法(FBM-CLI.11.759222).txt,4_government_regulations,data protection
Dongguan City Child-Friendly City Construction Management Measures,20.12.2024,city,Dongguan,FALSE,sensitive,[],[],"['Public Administration, Social Security & Social Organizations']",[],[],Promotes child rights and welfare.,FALSE,4_government_regulations/东莞市儿童友好城市建设管理办法(FBM-CLI.11.8429089).txt,4_government_regulations,data protection
Wuhan Non-Motor Vehicle Management Measures,13.02.2019,city,Wuhan,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",[],[],,FALSE,4_government_regulations/武汉市非机动车管理办法(FBM-CLI.11.1503638).txt,4_government_regulations,data protection
Yangzhou Express Delivery Service Supervision Management Measures,22.11.2022,city,Yangzhou,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates express delivery services and user data protection.,TRUE,4_government_regulations/扬州市快递服务监督管理办法(FBM-CLI.11.5694174).txt,4_government_regulations,data protection
Wuhan Non-Motor Vehicle Management Measures (2022 Revision),04.10.2022,city,Wuhan,FALSE,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations']",[],[],,FALSE,4_government_regulations/武汉市非机动车管理办法(2022修改)(FBM-CLI.11.5605865).txt,4_government_regulations,data protection
Interim Measures for the Open and Safe Management of Public Data in Zhejiang Province,12.06.2020,provincial,Zhejiang Province,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates public data management and privacy protection.,FALSE,4_government_regulations/浙江省公共数据开放与安全管理暂行办法(FBM-CLI.11.1602523).txt,4_government_regulations,data protection
Interim Measures for Shenzhen Residence Permit,22.05.2008,city,Shenzhen,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing']",Regulates residence permit management and data protection.,FALSE,4_government_regulations/深圳市居住证暂行办法(FBM-CLI.11.232872).txt,4_government_regulations,data protection
Interim Measures for the Management of Network Booking Taxi Operation Services in Guangzhou,28.11.2016,city,Guangzhou,FALSE,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing']",Regulates network taxi services and data sharing.,FALSE,4_government_regulations/广州市网络预约出租汽车经营服务管理暂行办法(FBM-CLI.11.1246704).txt,4_government_regulations,data protection
Interim Measures for Promoting Urban Operation 'One Network Management' in Nanjing,01.03.2023,city,Nanjing,FALSE,general,[],"['Security & Management', 'Compliance Audits']","['Public Administration, Social Security & Social Organizations']",[],['Information Processing'],Promotes data sharing and urban management.,FALSE,4_government_regulations/南京市推进城市运行“一网统管”暂行办法(FBM-CLI.11.6402420).txt,4_government_regulations,data protection
Chongqing Intelligent Connected Vehicle Road Testing and Application Management Trial Measures,26.01.2022,city,Chongqing,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data protection in vehicle testing.,FALSE,4_government_regulations/重庆市智能网联汽车道路测试与应用管理试行办...(FBM-CLI.11.4864656).txt,4_government_regulations,data protection
Guangzhou Internet Rental Bicycle Management Measures,06.08.2020,city,Guangzhou,FALSE,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation']","['Security & Management', 'Protection Officer', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates internet bike rentals and user data protection.,FALSE,4_government_regulations/广州市互联网租赁自行车管理办法(FBM-CLI.11.1640090).txt,4_government_regulations,data protection
Liaoning Province Map Management Regulations (2025 Revision),20.11.2018,provincial,Liaoning Province,FALSE,general,[],"['Security & Management', 'Protection Officer']","['Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates map management and personal data protection.,FALSE,4_government_regulations/辽宁省地图管理规定(2025修正)(FBM-CLI.11.8572446).txt,4_government_regulations,data protection
Kunming City Measures for Optimizing the Business Environment,25.11.2022,city,Kunming,FALSE,general,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],[],Measures to enhance business environment and data protection.,FALSE,4_government_regulations/昆明市优化营商环境办法(FBM-CLI.11.5657165).txt,4_government_regulations,data protection
Regulations on the Management of Online Ride-Hailing Services in Shanghai (2024 Revision),25.11.2024,city,Shanghai,FALSE,general,"['Know & Decide', 'Access & Copy', 'Erasure']","['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services']","['Parental Consent for Minors', 'Cross-Border Transfer']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates personal information collection and usage.,FALSE,4_government_regulations/上海市网络预约出租汽车经营服务管理若干规定...(FBM-CLI.11.8439290).txt,4_government_regulations,data protection
