title,date_enacted,jurisdiction,jurisdiction_name,general_reference,data_category,individual_rights,handler_responsibilities,sector,keywords,solove_classification,synopsis,pipl_mention,file_path,top_level_category
Jinan Digital Economy Promotion Regulation,2024-11-20,city,Jinan City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Wholesale & Retail Trade', 'Resident Services, Repair & Other Services', 'Construction', 'Scientific Research & Technical Services']",[],['Information Processing'],Promotes data protection and secure digital economy development,False,data_protection/3_local_regulations/济南市数字经济促进条例(FBM-CLI.10.8034740).txt,data_protection
Guizhou Province Urban Gas Management Regulations,2019-09-27,provincial,Guizhou Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/贵州省城镇燃气管理条例(FBM-CLI.10.1539752).txt,data_protection
Chongqing Human Resources Market Regulation,2020-07-30,city,Chongqing City,False,general,[],[],['Leasing & Business Services'],[],"['Information Collection', 'Information Processing']",Regulates HR market activities and personal data protection,False,data_protection/3_local_regulations/重庆市人力资源市场条例(FBM-CLI.10.1616449).txt,data_protection
Hebei Province Human Resources Market Regulation,2022-09-28,provincial,Hebei Province,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']",['Leasing & Business Services'],[],"['Information Collection', 'Information Processing']",Regulates HR market activities and protects personal data security.,False,data_protection/3_local_regulations/河北省人力资源市场条例(FBM-CLI.10.5572514).txt,data_protection
Hunan Province Digital Economy Promotion Regulation,2024-05-30,provincial,Hunan Province,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Financial Intermediation', 'Culture, Sports & Entertainment', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education', 'Transportation, Storage & Postal Services', 'Wholesale & Retail Trade']",[],['Information Processing'],Promotes data security and digital economy governance,False,data_protection/3_local_regulations/湖南省数字经济促进条例(FBM-CLI.10.7543034).txt,data_protection
Jilin Province Social Credit Regulations,2021-09-28,provincial,Jilin Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, sharing, and protection",False,data_protection/3_local_regulations/吉林省社会信用条例(FBM-CLI.10.4283879).txt,data_protection
Jilin Province Regulation on Promoting Big Data Development and Application,2020-11-27,provincial,Jilin Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Manufacturing', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Transportation, Storage & Postal Services', 'Resident Services, Repair & Other Services', 'Culture, Sports & Entertainment']",[],"['Information Processing', 'Information Dissemination']","Regulates big data use, protects data security and privacy",False,data_protection/3_local_regulations/吉林省促进大数据发展应用条例(FBM-CLI.10.1661557).txt,data_protection
Inner Mongolia Autonomous Region Education Regulations,2021-09-29,provincial,Inner Mongolia Autonomous Region,False,general,[],['Security & Management'],['Education'],[],"['Information Collection', 'Information Processing']",Regulates education and protects student personal information,False,data_protection/3_local_regulations/内蒙古自治区教育条例(FBM-CLI.10.4283894).txt,data_protection
Ningbo City Ancient and Famous Trees Protection Regulations,2024-09-27,city,Ningbo City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/宁波市古树名木保护规定(FBM-CLI.10.7835806).txt,data_protection
Henan Province Road Transport Regulation (2025 Revision),2025-04-02,provincial,Henan Province,False,general,['Convenient Exercise & Remedy'],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates road transport data protection and privacy measures.,False,data_protection/3_local_regulations/河南省道路运输条例(2025修订)(FBM-CLI.10.8690264).txt,data_protection
Jiangxi Province Road Transport Regulations (2017 Revision),2017-09-29,provincial,Jiangxi Province,True,general,[],[],"['Transportation, Storage & Postal Services']",[],[],,False,data_protection/3_local_regulations/江西省道路运输条例(2017修订)(FBM-CLI.10.1411781).txt,data_protection
Chengdu Data Regulations,2024-04-25,city,Chengdu City,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Transportation, Storage & Postal Services', 'Water Conservancy, Environment & Public Facilities Management']",[],"['Information Collection', 'Information Processing']","Regulates data collection, security, and sharing to protect privacy.",True,data_protection/3_local_regulations/成都市数据条例(FBM-CLI.10.7550603).txt,data_protection
Guangdong Lingnan Chinese Herbal Medicine Protection Regulation (2025 Revision),2017-03-01,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/广东省岭南中药材保护条例(2025修正)(FBM-CLI.10.8454229).txt,data_protection
Decision of the Standing Committee of the Jiangsu Provincial People's Congress on Strengthening Procuratorial Public Interest Litigation (2025 Amendment),2020-11-27,provincial,Jiangsu Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/江苏省人民代表大会常务委员会关于加强检察公...(FBM-CLI.10.8478827).txt,data_protection
Decision of the Standing Committee of the Shenzhen Municipal People's Congress on Strengthening Legal Supervision by Procuratorial Organs in the New Era and Promoting the Construction of a Model Rule of Law City,2020-12-30,city,Shenzhen City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/深圳市人民代表大会常务委员会关于加强新时代...(FBM-CLI.10.1676538).txt,data_protection
Decision of the Standing Committee of Xiamen Municipal People's Congress on Amending the Regulations on Promoting the Construction of China (Fujian) Pilot Free Trade Zone Xiamen Area in Xiamen Special Economic Zone (2024),2024-08-28,city,Xiamen City,False,general,[],['Cross-Border Transfer'],"['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Transportation, Storage & Postal Services', 'Manufacturing', 'Leasing & Business Services']",['Cross-Border Transfer'],[],Establishes data cross-border flow mechanism and risk controls,False,data_protection/3_local_regulations/厦门市人民代表大会常务委员会关于修改《厦门...(FBM-CLI.10.7727855).txt,data_protection
Hebei Province Digital Economy Promotion Regulation,2022-05-27,provincial,Hebei Province,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations', 'Culture, Sports & Entertainment', 'Transportation, Storage & Postal Services', 'Agriculture, Forestry, Animal Husbandry & Fishery']",[],"['Information Collection', 'Information Processing']",Promotes data security and regulated data use,False,data_protection/3_local_regulations/河北省数字经济促进条例(FBM-CLI.10.5114570).txt,data_protection
Decision of the Standing Committee of the People's Congress of Tibet Autonomous Region on Implementing Real-Name Registration for Telephone and Internet Users,2011-11-24,provincial,Tibet Autonomous Region,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Accommodation & Catering']",[],"['Information Collection', 'Information Processing']",Mandates real-name registration to protect user information security.,False,data_protection/3_local_regulations/西藏自治区人民代表大会常务委员会关于实行电...(FBM-CLI.10.1418309).txt,data_protection
Guangdong Lingnan Chinese Herbal Medicine Protection Regulation,2016-12-01,provincial,Guangdong Province,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/广东省岭南中药材保护条例(FBM-CLI.10.1241102).txt,data_protection
Guangdong Province Social Security Card Resident Service One-Card Regulation,2024-09-26,provincial,Guangdong Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Health & Social Work', 'Transportation, Storage & Postal Services', 'Education', 'Culture, Sports & Entertainment']",[],"['Information Collection', 'Information Processing']",Regulates social security card use and data protection,True,data_protection/3_local_regulations/广东省社会保障卡居民服务一卡通条例(FBM-CLI.10.7827957).txt,data_protection
Guizhou Province Big Data Security Protection Regulation,2019-08-01,provincial,Guizhou Province,False,sensitive,[],"['Security & Management', 'Protection Officer', 'Compliance Audits', 'Impact Assessment', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services', 'Financial Intermediation', 'Real Estate', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations', 'Education']","['Parental Consent for Minors', 'Cross-Border Transfer', 'Automated Decision-Making Transparency', 'De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination', 'Invasion']",Regulates big data security and personal information protection,False,data_protection/3_local_regulations/贵州省大数据安全保障条例(FBM-CLI.10.1532644).txt,data_protection
Shiyan City Social Security Card Integrated Service Management Regulation,2022-10-25,city,Shiyan City,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Health & Social Work']",[],"['Information Processing', 'Information Dissemination']",Regulates social security card data security and management,False,data_protection/3_local_regulations/十堰市社会保障卡一卡通服务管理条例(FBM-CLI.10.5680261).txt,data_protection
Zhejiang Province E-commerce Regulations,2021-09-29,provincial,Zhejiang Province,False,general,"['Know & Decide', 'Convenient Exercise & Remedy']","['Security & Management', 'Outsourced Processing']","['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Accommodation & Catering', 'Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing']",Regulates e-commerce data use and consumer rights,False,data_protection/3_local_regulations/浙江省电子商务条例(FBM-CLI.10.4283578).txt,data_protection
Suqian City E-commerce Industry Development Regulation,2024-08-29,city,Suqian City,True,general,[],[],"['Wholesale & Retail Trade', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Financial Intermediation', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing']",[],[],Promotes e-commerce development without specific privacy measures,False,data_protection/3_local_regulations/宿迁市电子商务产业发展条例(FBM-CLI.10.7840159).txt,data_protection
Heilongjiang Province Regulation on Promoting Big Data Development and Application,2022-05-13,provincial,Heilongjiang Province,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Manufacturing', 'Financial Intermediation', 'Health & Social Work', 'Education', 'Public Administration, Social Security & Social Organizations', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Wholesale & Retail Trade', 'Transportation, Storage & Postal Services', 'Accommodation & Catering', 'Culture, Sports & Entertainment', 'Scientific Research & Technical Services', 'Resident Services, Repair & Other Services', 'Water Conservancy, Environment & Public Facilities Management', 'Leasing & Business Services']",[],['Information Processing'],Promotes big data development with data security measures,True,data_protection/3_local_regulations/黑龙江省促进大数据发展应用条例(FBM-CLI.10.5103881).txt,data_protection
Sichuan Province Social Credit Regulation,2023-07-25,provincial,Sichuan Province,False,general,"['Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Financial Intermediation']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, management, and protection",False,data_protection/3_local_regulations/四川省社会信用条例(FBM-CLI.10.7053558).txt,data_protection
Shenzhen Special Economic Zone Social Credit Regulations,2022-12-29,city,Shenzhen City,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services', 'Health & Social Work', 'Education']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates social credit data handling and protects personal information rights.,False,data_protection/3_local_regulations/深圳经济特区社会信用条例(FBM-CLI.10.6336974).txt,data_protection
Hangzhou Intelligent Connected Vehicle Testing and Application Promotion Regulation,2023-12-29,city,Hangzhou City,False,sensitive,"['Access & Copy', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Cross-Border Transfer']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data security and personal info protection in intelligent vehicle testing,False,data_protection/3_local_regulations/杭州市智能网联车辆测试与应用促进条例(FBM-CLI.10.7464874).txt,data_protection
Guangxi Zhuang Autonomous Region Big Data Development Regulation,2022-11-25,provincial,Guangxi Zhuang Autonomous Region,False,general,['Rectification'],"['Security & Management', 'Incident Response & Notification']","['Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education', 'Financial Intermediation', 'Agriculture, Forestry, Animal Husbandry & Fishery', 'Manufacturing', 'Transportation, Storage & Postal Services', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']",[],['Information Processing'],Regulates big data development and data security,False,data_protection/3_local_regulations/广西壮族自治区大数据发展条例(FBM-CLI.10.5663790).txt,data_protection
Chongqing Data Regulation,2022-03-30,city,Chongqing City,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']",[],['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Regulates data processing and security to protect privacy,True,data_protection/3_local_regulations/重庆市数据条例(FBM-CLI.10.5053110).txt,data_protection
Decision of the Standing Committee of the Yangzhou Municipal People's Congress on Amending the Yangzhou Municipal Civilized Behavior Promotion Regulations (2023),2023-06-12,city,Yangzhou City,True,general,[],[],[],[],[],Promotes online civility and personal information protection,False,data_protection/3_local_regulations/扬州市人民代表大会常务委员会关于修改《扬州...(FBM-CLI.10.6959413).txt,data_protection
Shaanxi Province Social Credit Regulations,2021-11-26,provincial,Shaanxi Province,False,general,"['Know & Decide', 'Access & Copy', 'Rectification', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Financial Intermediation', 'Information Transmission, Software & IT Services', 'Leasing & Business Services', 'Health & Social Work']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']","Regulates social credit data collection, use, and protection",False,data_protection/3_local_regulations/陕西省社会信用条例(FBM-CLI.10.4779521).txt,data_protection
Pingxiang City Electric Bicycle Management Regulations,2022-08-31,city,Pingxiang City,True,general,[],[],[],[],[],,False,data_protection/3_local_regulations/萍乡市电动车管理条例(FBM-CLI.10.5599349).txt,data_protection
Guangzhou Housing Transaction Supervision Measures (2023 Revision),2023-04-19,city,Guangzhou City,False,general,[],['Security & Management'],"['Real Estate', 'Information Transmission, Software & IT Services']",[],['Information Processing'],Regulates housing transaction data security and platform management,True,data_protection/4_government_regulations/广州市房屋交易监督管理办法(2023修订)(FBM-CLI.11.6872375).txt,data_protection
Wuhan Public Security Video Image Information System Management Measures (2024 Amendment),2023-03-01,city,Wuhan City,False,sensitive,"['Access & Copy', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Health & Social Work', 'Culture, Sports & Entertainment', 'Financial Intermediation']","['De-Identification', 'Anonymization']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates video system use to protect personal data privacy,True,data_protection/4_government_regulations/武汉市公共安全视频图像信息系统管理办法(2024修...(FBM-CLI.11.8637681).txt,data_protection
Hebei Province Map Management Measures,2017-12-30,provincial,Hebei Province,False,sensitive,"['Know & Decide', 'Security & Management']",['Security & Management'],"['Information Transmission, Software & IT Services']",['Parental Consent for Minors'],"['Information Collection', 'Information Processing']",Regulates map data and personal location information protection,False,data_protection/4_government_regulations/河北省地图管理办法(FBM-CLI.11.1424824).txt,data_protection
Interim Measures for the Administration of Online Ride-Hailing Taxi Operation Services in Guangzhou (2019 Revision),2016-11-28,city,Guangzhou City,True,general,[],[],"['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],[],,False,data_protection/4_government_regulations/广州市网络预约出租汽车经营服务管理暂行办法...(FBM-CLI.11.1602296).txt,data_protection
Jiangsu Province Map Management Measures,2020-03-15,provincial,Jiangsu Province,True,general,[],[],"['Information Transmission, Software & IT Services']",[],[],,False,data_protection/4_government_regulations/江苏省地图管理办法(FBM-CLI.11.1579029).txt,data_protection
Wuhan Public Security Video Image Information System Management Measures,2022-12-31,city,Wuhan City,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services', 'Health & Social Work', 'Financial Intermediation', 'Education', 'Culture, Sports & Entertainment', 'Resident Services, Repair & Other Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public video system to protect personal privacy and data security,True,data_protection/4_government_regulations/武汉市公共安全视频图像信息系统管理办法(FBM-CLI.11.6389240).txt,data_protection
Shanghai Municipal Measures for the Testing and Application of Intelligent Connected Vehicles,2021-12-29,city,Shanghai City,False,sensitive,[],"['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Cross-Border Transfer']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates data security and personal information protection in intelligent vehicle testing,False,data_protection/4_government_regulations/上海市智能网联汽车测试与应用管理办法(FBM-CLI.11.4855291).txt,data_protection
Chengdu City Express Delivery Safety Management Measures,2025-03-17,city,Chengdu City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates express delivery safety and user information protection,False,data_protection/4_government_regulations/成都市寄递安全管理办法(FBM-CLI.11.8628429).txt,data_protection
Quanzhou Central Urban Area Electric Bicycle Management Measures,2020-12-11,city,Quanzhou City,True,general,[],[],[],[],[],,False,data_protection/4_government_regulations/泉州市中心市区电动自行车管理办法(FBM-CLI.11.1688132).txt,data_protection
"Measures for the Protection of Historical and Cultural Cities, Towns and Villages in Anhui Province",2017-06-19,provincial,Anhui Province,True,general,[],[],[],[],[],,False,data_protection/4_government_regulations/安徽省历史文化名城名镇名村保护办法(FBM-CLI.11.1286713).txt,data_protection
Xiamen Software and Information Service Industry Personal Information Protection Measures,2012-12-03,city,Xiamen City,False,general,"['Access & Copy', 'Rectification', 'Convenient Exercise & Remedy']","['Security & Management', 'Outsourced Processing']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates personal information protection in software sector,False,data_protection/4_government_regulations/厦门市软件和信息服务业个人信息保护管理办法(FBM-CLI.11.689294).txt,data_protection
Tibet Autonomous Region Telephone User Real Identity Information Registration Measures,2017-12-05,provincial,Tibet Autonomous Region,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing', 'Compliance Audits']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates phone user identity registration and data protection,False,data_protection/4_government_regulations/西藏自治区电话用户真实身份信息登记管理办法(FBM-CLI.11.6478273).txt,data_protection
Jilin Province Counter-Espionage Work Regulations,2024-11-08,provincial,Jilin Province,True,general,[],[],[],[],[],,False,data_protection/4_government_regulations/吉林省反间谍工作规定(FBM-CLI.11.7951239).txt,data_protection
Interim Measures for Public Data Opening in Shanghai,2019-08-29,city,Shanghai City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Water Conservancy, Environment & Public Facilities Management', 'Transportation, Storage & Postal Services', 'Production & Supply of Electricity, Heat, Gas & Water']",[],"['Information Processing', 'Information Dissemination']",Regulates public data opening with privacy protections,False,data_protection/4_government_regulations/上海市公共数据开放暂行办法(FBM-CLI.11.1537582).txt,data_protection
Tibet Autonomous Region Telephone User Real-Name Registration Management Measures,2012-01-01,provincial,Tibet Autonomous Region,False,general,[],"['Security & Management', 'Incident Response & Notification', 'Outsourced Processing']","['Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates real-name registration to protect user data security.,False,data_protection/4_government_regulations/西藏自治区电话用户真实身份登记管理办法(FBM-CLI.11.594522).txt,data_protection
Shanghai Implementation Measures for the Regulations on Preventing and Handling Illegal Fundraising,2024-02-25,city,Shanghai City,True,general,[],[],"['Financial Intermediation', 'Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],[],Measures to prevent illegal fundraising and protect public interests,False,data_protection/4_government_regulations/上海市实施《防范和处置非法集资条例》办法(FBM-CLI.11.7428302).txt,data_protection
Wuhan City Non-Motor Vehicle Management Measures (2021 Revision),2019-02-13,city,Wuhan City,False,general,[],['Security & Management'],"['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Regulates non-motor vehicle data and user privacy protections,False,data_protection/4_government_regulations/武汉市非机动车管理办法(2021修订)(FBM-CLI.11.1708644).txt,data_protection
"Hebei Province Measures for the Protection of Historical and Cultural Cities, Towns and Villages",2013-07-29,provincial,Hebei Province,True,general,[],[],[],[],[],,False,data_protection/4_government_regulations/河北省历史文化名城名镇名村保护办法(FBM-CLI.11.759222).txt,data_protection
Dongguan City Child-Friendly City Construction Management Measures,2024-12-20,city,Dongguan City,True,general,[],[],"['Education', 'Health & Social Work', 'Public Administration, Social Security & Social Organizations']",[],[],"Promotes child welfare, no specific privacy measures",False,data_protection/4_government_regulations/东莞市儿童友好城市建设管理办法(FBM-CLI.11.8429089).txt,data_protection
Wuhan City Non-Motor Vehicle Management Measures,2019-02-13,city,Wuhan City,False,sensitive,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services', 'Public Administration, Social Security & Social Organizations']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Regulates data security and personal info protection in bike sharing,False,data_protection/4_government_regulations/武汉市非机动车管理办法(FBM-CLI.11.1503638).txt,data_protection
Yangzhou City Express Service Supervision and Administration Measures,2022-12-04,city,Yangzhou City,False,general,[],['Security & Management'],"['Transportation, Storage & Postal Services']",[],"['Information Collection', 'Information Processing']",Regulates express service and data security management,True,data_protection/4_government_regulations/扬州市快递服务监督管理办法(FBM-CLI.11.5694174).txt,data_protection
Wuhan City Non-Motor Vehicle Management Measures (2022 Amendment),2019-02-13,city,Wuhan City,False,general,[],['Security & Management'],"['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing']",Regulates non-motor vehicle data and user privacy protection,False,data_protection/4_government_regulations/武汉市非机动车管理办法(2022修改)(FBM-CLI.11.5605865).txt,data_protection
Interim Measures for the Opening and Security Management of Public Data in Zhejiang Province,2020-06-12,provincial,Zhejiang Province,False,general,[],"['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services', 'Water Conservancy, Environment & Public Facilities Management', 'Transportation, Storage & Postal Services', 'Health & Social Work', 'Financial Intermediation']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data opening and security management,False,data_protection/4_government_regulations/浙江省公共数据开放与安全管理暂行办法(FBM-CLI.11.1602523).txt,data_protection
Interim Measures for Residence Permits in Shenzhen City,2008-05-22,city,Shenzhen City,False,general,"['Access & Copy', 'Rectification', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Public Administration, Social Security & Social Organizations', 'Resident Services, Repair & Other Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates residence permit data collection and protection,False,data_protection/4_government_regulations/深圳市居住证暂行办法(FBM-CLI.11.232872).txt,data_protection
Interim Measures for the Administration of Online Ride-Hailing Services in Guangzhou,2016-11-28,city,Guangzhou City,True,general,[],[],"['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],[],"Regulates online ride-hailing services, minimal privacy focus",False,data_protection/4_government_regulations/广州市网络预约出租汽车经营服务管理暂行办法(FBM-CLI.11.1246704).txt,data_protection
Interim Measures for Promoting Unified Urban Operation Management in Nanjing City,2023-01-24,city,Nanjing City,True,general,[],[],"['Public Administration, Social Security & Social Organizations', 'Information Transmission, Software & IT Services']",[],[],Promotes urban data integration and governance efficiency,False,data_protection/4_government_regulations/南京市推进城市运行“一网统管”暂行办法(FBM-CLI.11.6402420).txt,data_protection
Chongqing Municipal Interim Measures for the Management of Intelligent Connected Vehicle Road Testing and Application,2022-01-26,city,Chongqing City,False,sensitive,[],"['Security & Management', 'Impact Assessment', 'Incident Response & Notification', 'Cross-Border Transfer']","['Manufacturing', 'Information Transmission, Software & IT Services', 'Transportation, Storage & Postal Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates intelligent vehicle data protection and safety,False,data_protection/4_government_regulations/重庆市智能网联汽车道路测试与应用管理试行办...(FBM-CLI.11.4864656).txt,data_protection
Guangzhou Internet Bicycle Rental Management Measures,2020-09-21,city,Guangzhou City,False,general,[],"['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",[],"['Information Collection', 'Information Processing']",Regulates bike rental data use and security measures,False,data_protection/4_government_regulations/广州市互联网租赁自行车管理办法(FBM-CLI.11.1640090).txt,data_protection
Liaoning Province Map Management Regulations (2025 Revision),2018-11-20,provincial,Liaoning Province,False,general,['Know & Decide'],['Security & Management'],"['Information Transmission, Software & IT Services', 'Education']",[],['Information Collection'],Regulates map data and personal location information protection,False,data_protection/4_government_regulations/辽宁省地图管理规定(2025修正)(FBM-CLI.11.8572446).txt,data_protection
Kunming City Measures for Optimizing the Business Environment,2022-11-25,city,Kunming City,True,general,[],[],[],[],[],,False,data_protection/4_government_regulations/昆明市优化营商环境办法(FBM-CLI.11.5657165).txt,data_protection
Shanghai Regulations on the Operation and Service Management of Online Ride-Hailing Vehicles (2024 Amendment),2016-12-21,city,Shanghai City,False,sensitive,"['Know & Decide', 'Erasure', 'Explanation', 'Convenient Exercise & Remedy']","['Security & Management', 'Incident Response & Notification']","['Transportation, Storage & Postal Services', 'Information Transmission, Software & IT Services']",['Cross-Border Transfer'],"['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates personal data use and protection in ride-hailing services.,False,data_protection/4_government_regulations/上海市网络预约出租汽车经营服务管理若干规定...(FBM-CLI.11.8439290).txt,data_protection
Guangdong Province Public Data Management Measures,2021-10-18,provincial,Guangdong Province,False,sensitive,"['Access & Copy', 'Rectification', 'Erasure', 'Convenient Exercise & Remedy']","['Security & Management', 'Compliance Audits', 'Incident Response & Notification', 'Outsourced Processing']","['Public Administration, Social Security & Social Organizations', 'Health & Social Work', 'Education', 'Information Transmission, Software & IT Services', 'Financial Intermediation']","['Cross-Border Transfer', 'Parental Consent for Minors']","['Information Collection', 'Information Processing', 'Information Dissemination']",Regulates public data management to protect privacy and data security.,True,data_protection/4_government_regulations/广东省公共数据管理办法(FBM-CLI.11.4619854).txt,data_protection
